,text,names,Date,FG,3P,FGA,PTS,Result,EFG,hashtag,tokens,stems,lemmas
117,"“The ultimate measure of a man is not where he stands in moments of comfort and convenience, but where he stands at times of challenge and controversy.” #ThankYouDrKing #MLKDay https://t.co/76VCHr9dhq",Bradley Beal,2018-01-15,8.0,1.0,17.0,19.0,L ,0.5,"['ThankYouDrKing', 'MLKDay']",ultimate measure man stands moments comfort convenience stands times challenge controversy . thankyoudrking mlkday ,ultim measur man stand moment comfort conveni stand time challeng controversi . thankyoudrk mlkday ,ultimate measure man stand moment comfort convenience stand time challenge controversy . thankyoudrke mlkday 
118,I know my boy @KELLYOUBREJR over there HURT!!!,Bradley Beal,2018-01-15,8.0,1.0,17.0,19.0,L ,0.5,[],know boy hurt ! ! ! ,know boy hurt ! ! ! ,know boy hurt ! ! ! 
119,Point shaving !!! 😂 https://t.co/QSiio906Wy,Bradley Beal,2018-01-15,8.0,1.0,17.0,19.0,L ,0.5,[],point shaving ! ! ! 😂 ,point shave ! ! ! 😂 ,point shaving ! ! ! 😂 
120,Luke Skywalkin’ on these haters! https://t.co/7RkpnE7T8r,Bradley Beal,2018-01-16,3.0,0.0,2.0,1.0,L,1.5,[],luke skywalkin haters ! ,luke skywalkin hater ! ,luke skywalkin hater ! 
121,Legend ! https://t.co/mR7CZ2ZW1x,Bradley Beal,2018-01-17,10.0,4.0,19.0,26.0,L ,0.631578947368421,[],legend ! ,legend ! ,legend ! 
122,Another day. Another blessing!,Bradley Beal,2018-01-18,3.0,1.0,8.0,1.0,W,0.4375,[],another day . another blessing ! ,anoth day . anoth bless ! ,another day . another blessing ! 
123,I love this game! #GAMEDAY https://t.co/TMB4TenyKj,Bradley Beal,2018-01-19,7.0,4.0,12.0,26.0,W ,0.75,['GAMEDAY'],love game ! gameday ,love game ! gameday ,love game ! gameday 
124,I love this game! #GAMEDAY https://t.co/TMB4TenyKj,Bradley Beal,2018-01-19,7.0,4.0,12.0,26.0,W ,0.75,['GAMEDAY'],love game ! gameday ,love game ! gameday ,love game ! gameday 
125,Thank you #GoGators ! https://t.co/pIEse3Ko7t,Bradley Beal,2018-01-24,3.0,1.0,4.0,4.0,W,0.875,['GoGators'],thank gogators ! ,thank gogat ! ,thank gogator ! 
126,Greatly appreciate that bro!! https://t.co/NZMDYy3S6U,Bradley Beal,2018-01-24,3.0,1.0,1.0,7.0,W,3.5,[],greatly appreciate bro ! ! ,great appreci bro ! ! ,greatly appreciate bro ! ! 
127,Words can’t explain! Beyond blessed and honored to get my first All-Star bid! Grateful for all the love and support! https://t.co/s689giRJd6,Bradley Beal,2018-01-24,3.0,0.0,5.0,5.0,W,0.6,[],words ca nt explain ! beyond blessed honored get first allstar bid ! grateful love support ! ,word cant explain ! beyond bless honor get first allstar bid ! grate love support ! ,word can not explain ! beyond bless honor get first allstar bid ! grateful love support ! 
128,Thanks bro! https://t.co/RRJs22F3nj,Bradley Beal,2018-01-24,3.0,0.0,9.0,4.0,W,0.3333333333333333,[],thanks bro ! ,thank bro ! ,thank bro ! 
129,God is great!!!,Bradley Beal,2018-01-24,3.0,0.0,9.0,1.0,W,0.3333333333333333,[],god great ! ! ! ,god great ! ! ! ,god great ! ! ! 
130,Thank you babe!! Love you https://t.co/cCTXL1JlNn,Bradley Beal,2018-01-24,3.0,1.0,8.0,1.0,W,0.4375,[],thank babe ! ! love ,thank babe ! ! love ,thank babe ! ! love 
131,Appreciate it bro!! https://t.co/e91pmQ4BhQ,Bradley Beal,2018-01-24,3.0,0.0,7.0,5.0,W,0.4285714285714285,[],appreciate bro ! ! ,appreci bro ! ! ,appreciate bro ! ! 
132,GAMEDAY! #WeTheDistrict https://t.co/XzilVFQXWv,Bradley Beal,2018-01-30,8.0,2.0,19.0,21.0,W ,0.4736842105263157,['WeTheDistrict'],gameday ! wethedistrict ,gameday ! wethedistrict ,gameday ! wethedistrict 
133,My man! https://t.co/S5ETvGFqsX,Bradley Beal,2018-01-30,8.0,2.0,19.0,21.0,W ,0.4736842105263157,[],man ! ,man ! ,man ! 
134,"Blessed and thankful to be a @NBA All-Star for the first time! New blog on getting the news, #PandaPower and what’s ahead for our @WashWizards. https://t.co/cZSo3KElmr",Bradley Beal,2018-02-01,9.0,3.0,20.0,27.0,W ,0.525,['PandaPower'],blessed thankful allstar first time ! new blog getting news pandapower ahead . ,bless thank allstar first time ! new blog get news pandapow what ahead . ,bless thankful allstar first time ! new blog get news pandapower ahead . 
135,Lol thank you boss! https://t.co/O1XypXWSKD,Bradley Beal,2018-02-02,3.0,0.0,7.0,7.0,L,0.4285714285714285,[],lol thank boss ! ,lol thank boss ! ,lol thank boss ! 
136,That good Florida weather !!,Bradley Beal,2018-02-02,3.0,0.0,3.0,0.0,L,1.0,[],good florida weather ! ! ,good florida weather ! ! ,good florida weather ! ! 
137,Y’all reaching!!!!,Bradley Beal,2018-02-02,3.0,1.0,5.0,4.0,L,0.7,[],reaching ! ! ! ! ,yall reach ! ! ! ! ,reach ! ! ! ! 
138,My lil shawty!! https://t.co/cZnH8t56qI,Bradley Beal,2018-02-03,8.0,0.0,15.0,18.0,W ,0.5333333333333333,[],lil shawty ! ! ,lil shawti ! ! ,lil shawty ! ! 
139,Blessed!!!,Bradley Beal,2018-02-03,8.0,0.0,15.0,18.0,W ,0.5333333333333333,[],blessed ! ! ! ,bless ! ! ! ,bless ! ! ! 
140,“Hot topic like ya everyday clothes!” https://t.co/R6DVEKyA7f,Bradley Beal,2018-02-04,3.0,0.0,2.0,5.0,L,1.5,[],hot topic like ya everyday clothes ! ,hot topic like ya everyday cloth ! ,hot topic like ya everyday clothe ! 
141,God’s plan!!! https://t.co/JZC7nRiqOS,Bradley Beal,2018-02-06,12.0,5.0,22.0,30.0,L ,0.6590909090909091,[],gods plan ! ! ! ,god plan ! ! ! ,god plan ! ! ! 
142,Blue Magic https://t.co/ziwwOFxoKT,Bradley Beal,2018-02-08,7.0,3.0,27.0,18.0,L ,0.3148148148148148,[],blue magic ,blue magic ,blue magic 
143,Blessed to see another day!,Bradley Beal,2018-02-08,7.0,3.0,27.0,18.0,L ,0.3148148148148148,[],blessed see another day ! ,bless see anoth day ! ,bless see another day ! 
144,Need @ScHoolboyQ to gone head and drop that heat!!,Bradley Beal,2018-02-09,3.0,1.0,5.0,6.0,W,0.7,[],need gone head drop heat ! ! ,need gone head drop heat ! ! ,need gone head drop heat ! ! 
145,Black Panther Album 🔥🔥🔥,Bradley Beal,2018-02-09,3.0,1.0,7.0,1.0,W,0.5,[],black panther album 🔥 🔥 🔥 ,black panther album 🔥🔥🔥 ,black panther album 🔥 🔥 🔥 
146,I put that one on my shoulders! I gotta be better! #NoExcuses,Bradley Beal,2018-02-09,3.0,1.0,8.0,1.0,W,0.4375,['NoExcuses'],put one shoulders ! got ta better ! noexcuses ,put one shoulder ! got ta better ! noexcus ,put one shoulder ! got to well ! noexcuse 
147,Another day. Another blessing !,Bradley Beal,2018-02-09,3.0,0.0,1.0,1.0,W,3.0,[],another day . another blessing ! ,anoth day . anoth bless ! ,another day . another blessing ! 
148,I put that one on my shoulders! I gotta be better! #NoExcuses,Bradley Beal,2018-02-09,3.0,0.0,5.0,0.0,W,0.6,['NoExcuses'],put one shoulders ! got ta better ! noexcuses ,put one shoulder ! got ta better ! noexcus ,put one shoulder ! got to well ! noexcuse 
149,Tieeeeeed boss !!,Bradley Beal,2018-02-10,3.0,0.0,13.0,7.0,W ,0.2307692307692307,[],tieeeeeed boss ! ! ,tieeeeeed boss ! ! ,tieeeeeed boss ! ! 
150,All day every day! https://t.co/YQcXEzYzPa,Bradley Beal,2018-02-10,3.0,0.0,13.0,7.0,W ,0.2307692307692307,[],day every day ! ,day everi day ! ,day every day ! 
151,#ad Ecstatic for #NBAAllStar and #StateFarmSaturday. Tune in on 2/17 at 5pm PT.,Bradley Beal,2018-02-11,3.0,1.0,5.0,2.0,L,0.7,"['ad', 'NBAAllStar', 'StateFarmSaturday']",ad ecstatic nbaallstar statefarmsaturday . tune pm pt . ,ad ecstat nbaallstar statefarmsaturday . tune pm pt . ,ad ecstatic nbaallstar statefarmsaturday . tune pm pt . 
152,Lol and I always been BIG BRUH! https://t.co/pEAdEGrfCi,Bradley Beal,2018-02-11,3.0,0.0,3.0,1.0,L,1.0,[],lol always big bruh ! ,lol alway big bruh ! ,lol always big bruh ! 
153,Without Warning! https://t.co/mow98gBnxj,Bradley Beal,2018-02-12,3.0,1.0,3.0,2.0,W,1.1666666666666667,[],without warning ! ,without warn ! ,without warn ! 
154,Every day is a new day! Let’s get better! One at a time!!,Bradley Beal,2018-02-12,3.0,0.0,8.0,4.0,W,0.375,[],every day new day ! lets get better ! one time ! ! ,everi day new day ! let get better ! one time ! ! ,every day new day ! let get well ! one time ! ! 
155,Blessed to see another day!,Bradley Beal,2018-02-12,3.0,0.0,2.0,2.0,W,1.5,[],blessed see another day ! ,bless see anoth day ! ,bless see another day ! 
156,Every day is a new day! Let’s get better! One at a time!!,Bradley Beal,2018-02-12,3.0,0.0,7.0,6.0,W,0.4285714285714285,[],every day new day ! lets get better ! one time ! ! ,everi day new day ! let get better ! one time ! ! ,every day new day ! let get well ! one time ! ! 
157,Blessed to see another day!,Bradley Beal,2018-02-12,3.0,1.0,5.0,7.0,W,0.7,[],blessed see another day ! ,bless see anoth day ! ,bless see another day ! 
158,ALL MINE!!! Love is better when you’re having fun! Happy Valentine’s Day to my Queen! Beyond… https://t.co/wGBpnlWlWm,Bradley Beal,2018-02-14,14.0,4.0,22.0,36.0,W ,0.7272727272727273,[],mine ! ! ! love better fun ! happy valentines day queen ! beyond … ,mine ! ! ! love better your fun ! happi valentin day queen ! beyond… ,mine ! ! ! love well fun ! happy valentine day queen ! beyond … 
159,Blessed to see another day!!,Bradley Beal,2018-02-14,14.0,4.0,22.0,36.0,W ,0.7272727272727273,[],blessed see another day ! ! ,bless see anoth day ! ! ,bless see another day ! ! 
160,#StateFarmSaturday is around the corner! What are you most excited for? #NBAAllStar #ad,Bradley Beal,2018-02-15,3.0,0.0,1.0,6.0,L,3.0,"['StateFarmSaturday', 'NBAAllStar', 'ad']",statefarmsaturday around corner ! excited ? nbaallstar ad ,statefarmsaturday around corner ! excit ? nbaallstar ad ,statefarmsaturday around corner ! excited ? nbaallstar ad 
161,Yessir!!! https://t.co/ntwYc42g70,Bradley Beal,2018-02-15,3.0,0.0,2.0,5.0,L,1.5,[],yessir ! ! ! ,yessir ! ! ! ,yessir ! ! ! 
162,It's time for All-Star weekend. I'll be with @Tissot tomorrow from 1-3pm at TNT Roadshow then #NBACrossover! #ThisIsYourTime,Bradley Beal,2018-02-16,3.0,0.0,1.0,0.0,W,3.0,"['NBACrossover', 'ThisIsYourTime']",time allstar weekend . ill tomorrow pm tnt roadshow nbacrossover ! thisisyourtime ,time allstar weekend . ill tomorrow pm tnt roadshow nbacrossov ! thisisyourtim ,time allstar weekend . ill tomorrow pm tnt roadshow nbacrossover ! thisisyourtime 
163,LA! I'll be at @mountaindew's Courtside Studios this weekend! Come through to the corner of Pico and Figueroa tomorrow at 12pm to catch all the action! #DEWxNBA #NBAAllStar #MTNDEWKickstart https://t.co/fEaMsZ9T8e,Bradley Beal,2018-02-17,3.0,0.0,7.0,2.0,L,0.4285714285714285,"['DEWxNBA', 'NBAAllStar', 'MTNDEWKickstart']",la ! ill courtside studios weekend ! come corner pico figueroa tomorrow pm catch action ! dewxnba nbaallstar mtndewkickstart ,la ! ill courtsid studio weekend ! come corner pico figueroa tomorrow pm catch action ! dewxnba nbaallstar mtndewkickstart ,la ! ill courtside studio weekend ! come corner pico figueroa tomorrow pm catch action ! dewxnba nbaallstar mtndewkickstart 
164,It’s All-Star time with @tissot #ThisIsYourTime https://t.co/RdgTHDgn9s,Bradley Beal,2018-02-18,3.0,0.0,4.0,7.0,L,0.75,['ThisIsYourTime'],allstar time thisisyourtime ,allstar time thisisyourtim ,allstar time thisisyourtime 
165,Definitely was a fun experience. Keep shootin’ B!!! Lol #jbl3pt #allstar https://t.co/Hdx41o0XJP,Bradley Beal,2018-02-18,3.0,0.0,6.0,1.0,L,0.5,"['jbl3pt', 'allstar']",definitely fun experience . keep shootin b ! ! ! lol jblpt allstar ,definit fun experi . keep shootin b ! ! ! lol jblpt allstar ,definitely fun experience . keep shootin b ! ! ! lol jblpt allstar 
166,You can’t miss this! Tune in now to TNT #StateFarmSaturday #ad,Bradley Beal,2018-02-18,3.0,1.0,3.0,4.0,L,1.1666666666666667,"['StateFarmSaturday', 'ad']",ca nt miss ! tune tnt statefarmsaturday ad ,cant miss ! tune tnt statefarmsaturday ad ,can not miss ! tune tnt statefarmsaturday ad 
167,The crowd is buzzing for #StateFarmSaturday. Turn it on now!  Let’s do this LA! #ad,Bradley Beal,2018-02-18,3.0,0.0,5.0,4.0,L,0.6,"['StateFarmSaturday', 'ad']",crowd buzzing statefarmsaturday . turn ! lets la ! ad ,crowd buzz statefarmsaturday . turn ! let la ! ad ,crowd buzz statefarmsaturday . turn ! let la ! ad 
168,That old high school bounce!! lol https://t.co/Uu29YKEeS7,Bradley Beal,2018-02-19,3.0,0.0,6.0,2.0,L,0.5,[],old high school bounce ! ! lol ,old high school bounc ! ! lol ,old high school bounce ! ! lol 
169,TOUGH!!! 🔥🔥🔥 almost that time!! https://t.co/dgQXW0jJE1,Bradley Beal,2018-02-19,3.0,0.0,4.0,3.0,L,0.75,[],tough ! ! ! 🔥 🔥 🔥 almost time ! ! ,tough ! ! ! 🔥🔥🔥 almost time ! ! ,tough ! ! ! 🔥 🔥 🔥 almost time ! ! 
170,What a night! Had a great time participating #NBAAllStar #StateFarmSaturday #ad,Bradley Beal,2018-02-19,3.0,0.0,6.0,3.0,L,0.5,"['NBAAllStar', 'StateFarmSaturday', 'ad']",night ! great time participating nbaallstar statefarmsaturday ad ,night ! great time particip nbaallstar statefarmsaturday ad ,night ! great time participate nbaallstar statefarmsaturday ad 
171,What a night! Had a great time participating #NBAAllStar #StateFarmSaturday #ad,Bradley Beal,2018-02-19,3.0,0.0,3.0,1.0,L,1.0,"['NBAAllStar', 'StateFarmSaturday', 'ad']",night ! great time participating nbaallstar statefarmsaturday ad ,night ! great time particip nbaallstar statefarmsaturday ad ,night ! great time participate nbaallstar statefarmsaturday ad 
172,All Star! ⭐️ https://t.co/WU3mkQOjSU,Bradley Beal,2018-02-20,3.0,1.0,0.0,0.0,W,0.0,[],star ! ⭐ ️ ,star ! ⭐️ ,star ! ⭐ ️ 
173,Back on Road! https://t.co/W9dFOaDDLO,Bradley Beal,2018-02-21,3.0,0.0,1.0,7.0,W,3.0,[],back road ! ,back road ! ,back road ! 
174,Must see https://t.co/y1ai0xGlvt,Bradley Beal,2018-02-21,3.0,0.0,9.0,4.0,W,0.3333333333333333,[],must see ,must see ,must see 
175,Lit!!! Love it lol 😂😂 https://t.co/vjC0rKtlmS,Bradley Beal,2018-02-21,3.0,0.0,9.0,7.0,W,0.3333333333333333,[],lit ! ! ! love lol 😂 😂 ,lit ! ! ! love lol 😂😂 ,light ! ! ! love lol 😂 😂 
176,“The District” #Gameday #3sUP https://t.co/XUr0Xv7pSr,Bradley Beal,2018-02-22,8.0,2.0,19.0,18.0,W ,0.4736842105263157,"['Gameday', '3sUP']",district gameday sup ,district gameday sup ,district gameday sup 
177,Another day. Another blessing!,Bradley Beal,2018-02-22,8.0,2.0,19.0,18.0,W ,0.4736842105263157,[],another day . another blessing ! ,anoth day . anoth bless ! ,another day . another blessing ! 
178,GAMEDAY! #theDistrict #protectthevault https://t.co/Kk1HrKtmvZ,Bradley Beal,2018-02-23,11.0,3.0,21.0,33.0,L ,0.5952380952380952,"['theDistrict', 'protectthevault']",gameday ! thedistrict protectthevault ,gameday ! thedistrict protectthevault ,gameday ! thedistrict protectthevault 
179,Blessed🙏🏽,Bradley Beal,2018-02-23,11.0,3.0,21.0,33.0,L ,0.5952380952380952,[],blessed 🙏 ,blessed🙏🏽 ,bless 🙏 
180,GAMEDAY! Need this one! Let’s go!,Bradley Beal,2018-02-25,9.0,3.0,14.0,24.0,W ,0.75,[],gameday ! need one ! lets go ! ,gameday ! need one ! let go ! ,gameday ! need one ! let go ! 
181,Blessings on blessings! 🙏🏽,Bradley Beal,2018-02-25,9.0,3.0,14.0,24.0,W ,0.75,[],blessings blessings ! 🙏 ,bless bless ! 🙏🏽 ,blessing blessing ! 🙏 
182,😂😂 the MOTTO https://t.co/5zUSpjN6RB,Bradley Beal,2018-02-26,3.0,0.0,1.0,2.0,L,3.0,[],😂 😂 motto ,😂😂 motto ,😂 😂 motto 
183,LEAD em my boy! https://t.co/sVJrqXEejA,Bradley Beal,2018-02-26,3.0,1.0,5.0,5.0,L,0.7,[],lead em boy ! ,lead em boy ! ,lead em boy ! 
184,Blessed!! 🙏🏽,Bradley Beal,2018-02-26,3.0,0.0,7.0,7.0,L,0.4285714285714285,[],blessed ! ! 🙏 ,bless ! ! 🙏🏽 ,bless ! ! 🙏 
185,GAMEDAY!,Bradley Beal,2018-02-27,9.0,2.0,16.0,21.0,W ,0.625,[],gameday ! ,gameday ! ,gameday ! 
186,GAMEDAY!,Bradley Beal,2018-02-27,9.0,2.0,16.0,21.0,W ,0.625,[],gameday ! ,gameday ! ,gameday ! 
187,Hell yeah young bull!! https://t.co/lHe7ZeIzLq,Bradley Beal,2018-02-28,3.0,2.0,15.0,8.0,L ,0.2666666666666666,[],hell yeah young bull ! ! ,hell yeah young bull ! ! ,hell yeah young bull ! ! 
188,GAMEDAY in the Vault!,Bradley Beal,2018-02-28,3.0,2.0,15.0,8.0,L ,0.2666666666666666,[],gameday vault ! ,gameday vault ! ,gameday vault ! 
189,Another day. Another blessing!,Bradley Beal,2018-02-28,3.0,2.0,15.0,8.0,L ,0.2666666666666666,[],another day . another blessing ! ,anoth day . anoth bless ! ,another day . another blessing ! 
190,March already! Year flying,Bradley Beal,2018-03-01,3.0,0.0,8.0,4.0,W,0.375,[],march already ! year flying ,march alreadi ! year fli ,march already ! year fly 
191,Blessed to see another day!,Bradley Beal,2018-03-01,3.0,0.0,7.0,6.0,W,0.4285714285714285,[],blessed see another day ! ,bless see anoth day ! ,bless see another day ! 
192,Happy birthday to my best friend @sayyslim !!! Turn up one time!! Have a blessed one! Show ya love!,Bradley Beal,2018-03-04,8.0,2.0,27.0,22.0,L ,0.3333333333333333,[],happy birthday best friend ! ! ! turn one time ! ! blessed one ! show ya love ! ,happi birthday best friend ! ! ! turn one time ! ! bless one ! show ya love ! ,happy birthday good friend ! ! ! turn one time ! ! bless one ! show ya love ! 
193,Birthday s/o to my brother @jaytatum0 !!! Have a blessed one my guy!! 🙏🏽 #dubclub,Bradley Beal,2018-03-04,8.0,2.0,27.0,22.0,L ,0.3333333333333333,['dubclub'],birthday brother ! ! ! blessed one guy ! ! 🙏 dubclub ,birthday brother ! ! ! bless one guy ! ! 🙏🏽 dubclub ,birthday brother ! ! ! bless one guy ! ! 🙏 dubclub 
194,GAMEDAY!,Bradley Beal,2018-03-06,12.0,6.0,16.0,30.0,W ,0.9375,[],gameday ! ,gameday ! ,gameday ! 
195,GAMEDAY!,Bradley Beal,2018-03-06,12.0,6.0,16.0,30.0,W ,0.9375,[],gameday ! ,gameday ! ,gameday ! 
196,That’s dope!!!! Welcome to my stomping grounds! https://t.co/wl0OjQY261,Bradley Beal,2018-03-09,6.0,2.0,14.0,16.0,W ,0.5,[],dope ! ! ! ! welcome stomping grounds ! ,that dope ! ! ! ! welcom stomp ground ! ,dope ! ! ! ! welcome stomping ground ! 
197,"STL all day, everyday, twice on Sunday’s lol !! Happy #314day",Bradley Beal,2018-03-14,14.0,3.0,27.0,34.0,W ,0.5740740740740741,['314day'],stl day everyday twice sundays lol ! ! happy day ,stl day everyday twice sunday lol ! ! happi day ,stl day everyday twice sunday lol ! ! happy day 
198,Get your entries in! Help out @KevinHart4Real and enter the #CourtSidekickContest at https://t.co/eewU8oFIYO for a chance to sit with him during the 2018 NBA Playoffs! 👌 #ad https://t.co/Vx8TQXye7F,Bradley Beal,2018-03-15,3.0,0.0,2.0,7.0,W,1.5,"['CourtSidekickContest', 'ad']",get entries ! help enter courtsidekickcontest chance sit nba playoffs ! 👌 ad ,get entri ! help enter courtsidekickcontest chanc sit nba playoff ! 👌 ad ,get entry ! help enter courtsidekickcontest chance sit nba playoff ! 👌 ad 
199,Let’s get it done today @CCPBasketball !!!💍,Bradley Beal,2018-03-17,6.0,1.0,12.0,19.0,W ,0.5416666666666666,[],lets get done today ! ! ! 💍 ,let get done today ! ! ! 💍 ,let get do today ! ! ! 💍 
200,"Happy Birthday to my baby @kamiahadams ! Today is your day. 
I hope it’s filled with blessings… https://t.co/vNslheNpXr",Bradley Beal,2018-03-20,3.0,0.0,7.0,6.0,L,0.4285714285714285,[],happy birthday baby ! today day . hope filled blessings … ,happi birthday babi ! today day . hope fill blessings… ,happy birthday baby ! today day . hope fill blessing … 
201,Check out lil bro! Tough baskets @JBtoocold https://t.co/RsVY54QWhB,Bradley Beal,2018-03-21,9.0,2.0,13.0,21.0,L ,0.7692307692307693,[],check lil bro ! tough baskets ,check lil bro ! tough basket ,check lil bro ! tough basket 
